loss,binary_accuracy,recall,val_loss,val_binary_accuracy,val_recall
0.28524067997932434,0.8927419185638428,0.9644588232040405,0.24992765486240387,0.9196428656578064,0.9935483932495117
0.2782505750656128,0.8887096643447876,0.9563812613487244,0.23956909775733948,0.913690447807312,0.9886363744735718
0.2687496244907379,0.89838707447052,0.9708737730979919,0.28521502017974854,0.8839285969734192,0.9830508232116699
0.2745940387248993,0.8927419185638428,0.9594155550003052,0.307686984539032,0.8839285969734192,0.8895348906517029
0.2855476438999176,0.8806451559066772,0.9532257914543152,0.2639792561531067,0.9077380895614624,0.925000011920929
0.24642276763916016,0.9016128778457642,0.9642857313156128,0.23229682445526123,0.925595223903656,0.9640718698501587
0.2599104046821594,0.8911290168762207,0.9545454382896423,0.2700212895870209,0.8809523582458496,0.9753086566925049
0.2542269229888916,0.9008064270019531,0.9629629850387573,0.2661969065666199,0.9107142686843872,0.9137930870056152
0.2511172592639923,0.9072580933570862,0.9660742878913879,0.23416650295257568,0.9226190447807312,0.9879518151283264
0.23538169264793396,0.9137097001075745,0.9726247787475586,0.21165309846401215,0.9166666865348816,0.9754601120948792
0.26138952374458313,0.9064516425132751,0.9711999893188477,0.22610430419445038,0.913690447807312,0.949999988079071
0.23436762392520905,0.9129032492637634,0.9694041609764099,0.20528005063533783,0.9226190447807312,0.9766082167625427
0.2245105654001236,0.9120967984199524,0.9676898121833801,0.2075309306383133,0.9226190447807312,0.9537572264671326
0.23288556933403015,0.9177419543266296,0.9726688265800476,0.20612648129463196,0.9285714030265808,0.994413435459137
0.2226722538471222,0.9145161509513855,0.9611650705337524,0.21705250442028046,0.9196428656578064,0.977142870426178
0.1998950093984604,0.9201613068580627,0.9612277746200562,0.19990484416484833,0.9226190447807312,0.9767441749572754
0.20256368815898895,0.9241935610771179,0.9741935729980469,0.17354053258895874,0.9345238208770752,0.988095223903656
0.21943095326423645,0.9169355034828186,0.9660193920135498,0.17512162029743195,0.925595223903656,0.9934640526771545
0.18009990453720093,0.9346774220466614,0.9821717739105225,0.17539241909980774,0.9285714030265808,1.0
0.16728472709655762,0.9411290287971497,0.9806763529777527,0.15355992317199707,0.9464285969734192,0.9941176176071167
